Symbol,Name,LastSale,IPOyear,MarketCap,Sector,Industry,Exchange
ESPR,"Esperion Therapeutics, Inc.",43.05,2013.0,1154213636.1,Health Care,Major Pharmaceuticals,NASDAQ
ETSY,"Etsy, Inc.",55.83,2015.0,6725284200.69,Miscellaneous,Business Services,NASDAQ
EEFT,"Euronet Worldwide, Inc.",113.0,1997.0,5826317403.0,Finance,Investment Bankers/Brokers/Service,NASDAQ
EVBG,"Everbridge, Inc.",57.16,2016.0,1694880654.56,Technology,Computer Software: Prepackaged Software,NASDAQ
EVOP,"EVO Payments, Inc.",24.01,2018.0,1948064291.39,Miscellaneous,Business Services,NASDAQ
EXAS,Exact Sciences Corporation,78.8,2001.0,9684553884.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
EXEL,"Exelixis, Inc.",22.65,2000.0,6771968007.75,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
EXLS,"ExlService Holdings, Inc.",55.8,2006.0,1911523581.0,Miscellaneous,Business Services,NASDAQ
EXPE,"Expedia Group, Inc.",118.48,,17650490703.36,Consumer Services,Transportation Services,NASDAQ
EXPD,"Expeditors International of Washington, Inc.",69.29,,11958766366.04,Transportation,Oil Refining/Marketing,NASDAQ
EXPO,"Exponent, Inc.",52.96,,2754563516.96,Consumer Services,Professional Services,NASDAQ
STAY,"Extended Stay America, Inc.",16.5,,3106746390.0,Consumer Services,Hotels/Resorts,NASDAQ
XOG,"Extraction Oil & Gas, Inc.",4.95,2016.0,872132144.4,Energy,Oil & Gas Production,NASDAQ
FFIV,"F5 Networks, Inc.",158.64,1999.0,9617901228.96,Technology,Computer Communications Equipment,NASDAQ
FB,"Facebook, Inc.",150.04,2012.0,431183093304.48,Technology,"Computer Software: Programming, Data Processing",NASDAQ
FAST,Fastenal Company,59.35,1987.0,17036810278.3,Consumer Services,RETAIL: Building Materials,NASDAQ
FATE,"Fate Therapeutics, Inc.",16.04,2013.0,1034881760.52,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
FGEN,"FibroGen, Inc",52.72,2014.0,4480043112.32,Health Care,Major Pharmaceuticals,NASDAQ
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,280.57,,1489798643.0,,,NASDAQ
FITB,Fifth Third Bancorp,27.0,,17701621713.0,Finance,Major Banks,NASDAQ
FNSR,Finisar Corporation,21.72,1999.0,2550009797.52,Technology,Semiconductors,NASDAQ
FEYE,"FireEye, Inc.",16.43,2013.0,3236956219.98,Technology,Computer peripheral equipment,NASDAQ
FBNC,First Bancorp,36.16,1987.0,1075010945.6,Finance,Major Banks,NASDAQ
BUSE,First Busey Corporation,26.51,,1295293366.07,Finance,Major Banks,NASDAQ
FCNCA,"First Citizens BancShares, Inc.",417.19,,4927182861.95,Finance,Major Banks,NASDAQ
FFBC,First Financial Bancorp.,26.33,,2577909767.33,Finance,Major Banks,NASDAQ
FFIN,"First Financial Bankshares, Inc.",63.06,,4270526113.92,Finance,Major Banks,NASDAQ
FHB,"First Hawaiian, Inc.",25.25,2016.0,3405576125.5,Finance,Major Banks,NASDAQ
FIBK,"First Interstate BancSystem, Inc.",39.11,2010.0,2370439461.39,Finance,Major Banks,NASDAQ
FRME,First Merchants Corporation,38.18,,1895958437.42,Finance,Major Banks,NASDAQ
FMBI,"First Midwest Bancorp, Inc.",22.08,,2348932974.72,Finance,Major Banks,NASDAQ
FSLR,"First Solar, Inc.",47.94,2006.0,5024829997.38,Technology,Semiconductors,NASDAQ
FTCS,First Trust Capital Strength ETF,50.59,,1591055601.18,,,NASDAQ
SKYY,First Trust Cloud Computing ETF,52.67,,1774979105.34,,,NASDAQ
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,52.8,,990105600.0,,,NASDAQ
FV,First Trust Dorsey Wright Focus 5 ETF,27.8,,2254580055.6,,,NASDAQ
FTSM,First Trust Enhanced Short Maturity ETF,59.93,,4135153459.32,,,NASDAQ
HYLS,First Trust High Yield Long/Short ETF,46.92,,1170654093.84,,,NASDAQ
FEX,First Trust Large Cap Core AlphaDEX Fund,56.11,,1301752112.22,,,NASDAQ
FTC,First Trust Large Cap Growth AlphaDEX Fund,61.42,,859880122.84,,,NASDAQ
FTA,First Trust Large Cap Value AlphaDEX Fund,49.85,,1086730099.7,,,NASDAQ
LMBS,First Trust Low Duration Opportunities ETF,51.05,,2223227602.1,,,NASDAQ
TDIV,First Trust NASDAQ Technology Dividend Index Fund,34.855,,864578275.0,,,NASDAQ
QTEC,First Trust NASDAQ-100- Technology Index Fund,72.83,,2035598645.66,,,NASDAQ
FTSL,First Trust Senior Loan Fund ETF,47.09,,1605769094.18,,,NASDAQ
FCFS,"FirstCash, Inc.",82.36,1991.0,3610021227.4,Consumer Services,Other Specialty Stores,NASDAQ
FSV,FirstService Corporation,76.38,,2646899482.14,Finance,Real Estate,NASDAQ
FISV,"Fiserv, Inc.",77.82,1986.0,31008995866.14,Technology,EDP Services,NASDAQ
FIVE,"Five Below, Inc.",122.68,2012.0,6840616435.12,Consumer Services,Department/Specialty Retail Stores,NASDAQ
FIVN,"Five9, Inc.",46.87,2014.0,2754641577.72,Technology,EDP Services,NASDAQ
FLEX,Flex Ltd.,8.14,1994.0,4286413458.8,Technology,Electrical Products,NASDAQ
FLIR,"FLIR Systems, Inc.",45.39,1993.0,6279617807.94,Capital Goods,Industrial Machinery/Components,NASDAQ
FOCS,Focus Financial Partners Inc.,27.36,2018.0,1890279828.0,Finance,Investment Managers,NASDAQ
FSCT,"ForeScout Technologies, Inc.",27.78,2017.0,1190712471.6,Technology,Computer peripheral equipment,NASDAQ
FORM,"FormFactor, Inc.",13.87,2003.0,1027799386.45,Technology,Semiconductors,NASDAQ
FTNT,"Fortinet, Inc.",70.5,2009.0,12011099452.5,Technology,Computer peripheral equipment,NASDAQ
FWRD,Forward Air Corporation,59.09,,1725563316.1,Transportation,Oil Refining/Marketing,NASDAQ
FOSL,"Fossil Group, Inc.",18.0,1993.0,890199504.0,Consumer Non-Durables,Consumer Specialties,NASDAQ
FOXF,Fox Factory Holding Corp.,63.91,2013.0,2427816850.69,Consumer Non-Durables,Motor Vehicles,NASDAQ
FELE,"Franklin Electric Co., Inc.",46.4,,2169019411.2,Consumer Durables,Metal Fabrications,NASDAQ
FRPT,"Freshpet, Inc.",38.36,2014.0,1363182940.28,Consumer Non-Durables,Packaged Foods,NASDAQ
FTDR,"frontdoor, inc.",28.53,,2411230610.07,Finance,Diversified Commercial Services,NASDAQ
FULT,Fulton Financial Corporation,16.43,,2893257280.0,Finance,Major Banks,NASDAQ
GLPG,Galapagos NV,104.75,2015.0,1109227813.25,Health Care,Major Pharmaceuticals,NASDAQ
GLPI,"Gaming and Leisure Properties, Inc.",35.55,,7610929930.8,Consumer Services,Real Estate Investment Trusts,NASDAQ
GRMN,Garmin Ltd.,67.9,2000.0,12820159482.2,Capital Goods,Industrial Machinery/Components,NASDAQ
GLIBA,"GCI Liberty, Inc.",43.64,,4711388102.96,Public Utilities,Telecommunications Equipment,NASDAQ
GLIBP,"GCI Liberty, Inc.",24.29,,871889550.0,Public Utilities,Telecommunications Equipment,NASDAQ
GDS,GDS Holdings Limited,28.83,2016.0,1463951737.29,Technology,"Computer Software: Programming, Data Processing",NASDAQ
GHDX,"Genomic Health, Inc.",72.7,2005.0,2626163691.9,Health Care,Medical Specialities,NASDAQ
GNTX,Gentex Corporation,22.95,,6015584025.45,Capital Goods,Auto Parts:O.E.M.,NASDAQ
THRM,Gentherm Inc,43.84,,1529513023.68,Capital Goods,Auto Parts:O.E.M.,NASDAQ
ROCK,"Gibraltar Industries, Inc.",36.53,1993.0,1171327472.77,Capital Goods,Steel/Iron Ore,NASDAQ
GIII,"G-III Apparel Group, LTD.",34.59,1989.0,1707209754.33,Consumer Non-Durables,Apparel,NASDAQ
GILD,"Gilead Sciences, Inc.",69.18,1992.0,89492604758.16,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
GBCI,"Glacier Bancorp, Inc.",43.76,,3698669241.92,Finance,Major Banks,NASDAQ
GBT,"Global Blood Therapeutics, Inc.",48.87,2015.0,2552599733.76,Health Care,Major Pharmaceuticals,NASDAQ
GLUU,Glu Mobile Inc.,9.69,2007.0,1388063313.72,Technology,EDP Services,NASDAQ
GLNG,Golar LNG Limited,23.14,,2344082000.0,Consumer Services,Marine Transportation,NASDAQ
GMLP,Golar LNG Partners LP,13.74,2011.0,959745292.92,Consumer Services,Marine Transportation,NASDAQ
GOGL,Golden Ocean Group Limited,6.71,,964077346.87,Consumer Services,Marine Transportation,NASDAQ
GBDC,"Golub Capital BDC, Inc.",18.18,2010.0,1093807953.72,,,NASDAQ
GSHD,"Goosehead Insurance, Inc.",28.67,2018.0,1040145707.78,Finance,Specialty Insurers,NASDAQ
LOPE,"Grand Canyon Education, Inc.",93.5,2008.0,4500475237.5,Consumer Services,Other Consumer Services,NASDAQ
GSKY,"GreenSky, Inc.",11.01,2018.0,2054730228.99,Miscellaneous,Business Services,NASDAQ
GRFS,"Grifols, S.A.",19.36,,2704251612.48,Health Care,Major Pharmaceuticals,NASDAQ
GRPN,"Groupon, Inc.",3.79,2011.0,2163256256.85,Technology,Advertising,NASDAQ
GGAL,Grupo Financiero Galicia S.A.,33.21,,2110302018.54,Finance,Commercial Banks,NASDAQ
GH,"Guardant Health, Inc.",41.25,2018.0,3537356666.25,Health Care,Medical Specialities,NASDAQ
GPOR,Gulfport Energy Corporation,9.25,,1603044008.75,Energy,Oil & Gas Production,NASDAQ
GWPH,GW Pharmaceuticals Plc,137.29,2013.0,3680593743.71,Health Care,Major Pharmaceuticals,NASDAQ
HEES,"H&E Equipment Services, Inc.",25.42,2006.0,908368981.82,,,NASDAQ
HALO,"Halozyme Therapeutics, Inc.",16.43,,2375080431.49,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
HLNE,Hamilton Lane Incorporated,36.29,2017.0,1819874258.68,Finance,Investment Managers,NASDAQ
HWC,Hancock Whitney Corporation,42.05,,3581247288.2,Finance,Major Banks,NASDAQ
HAS,"Hasbro, Inc.",88.85,,11240189420.3,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
HA,"Hawaiian Holdings, Inc.",33.52,,1656005185.92,Transportation,Air Freight/Delivery Services,NASDAQ
HDS,"HD Supply Holdings, Inc.",40.03,2013.0,7129833607.68,Consumer Services,Office Equipment/Supplies/Services,NASDAQ
HCSG,"Healthcare Services Group, Inc.",43.78,1983.0,3230876440.0,Health Care,Hospital/Nursing Management,NASDAQ
HQY,"HealthEquity, Inc.",61.22,2014.0,3819432418.36,Miscellaneous,Business Services,NASDAQ
HTLD,"Heartland Express, Inc.",19.95,1986.0,1634435749.8,Transportation,Trucking Freight/Courier Services,NASDAQ
HTLF,"Heartland Financial USA, Inc.",47.54,,1638863154.08,Finance,Major Banks,NASDAQ
HELE,Helen of Troy Limited,114.69,,2935472199.6,Consumer Durables,Home Furnishings,NASDAQ
HSIC,"Henry Schein, Inc.",79.3,1995.0,12088308024.0,Health Care,Medical Specialities,NASDAQ
HFWA,Heritage Financial Corporation,31.62,,1165928149.26,Finance,Banks,NASDAQ
MLHR,"Herman Miller, Inc.",34.44,,2028377895.6,Consumer Durables,Office Equipment/Supplies/Services,NASDAQ
HRTX,"Heron Therapeutics, Inc.  ",27.03,,2108854407.93,Health Care,Major Pharmaceuticals,NASDAQ
HMSY,HMS Holdings Corp,29.58,1992.0,2481972964.56,Miscellaneous,Business Services,NASDAQ
HOLI,"Hollysys Automation Technologies, Ltd.",21.16,,1276838814.84,Energy,Industrial Machinery/Components,NASDAQ
HOLX,"Hologic, Inc.",44.12,1990.0,12760071250.84,Health Care,Medical Electronics,NASDAQ
HOMB,"Home BancShares, Inc.",18.05,2006.0,3121429098.0,Finance,Major Banks,NASDAQ
HOPE,"Hope Bancorp, Inc.",14.03,,1806743190.02,Finance,Major Banks,NASDAQ
HZNP,Horizon Pharma plc,21.84,2011.0,3660949983.6,Health Care,Major Pharmaceuticals,NASDAQ
HPT,Hospitality Properties Trust,26.25,,4316612448.75,Consumer Services,Real Estate Investment Trusts,NASDAQ
TWNK,"Hostess Brands, Inc.",11.67,2015.0,1519138597.29,Consumer Non-Durables,Packaged Foods,NASDAQ
HMHC,Houghton Mifflin Harcourt Company,10.27,2013.0,1268974160.74,Consumer Services,Books,NASDAQ
HTHT,Huazhu Group Limited,34.93,2010.0,5078826191.6,Consumer Services,Hotels/Resorts,NASDAQ
HUBG,"Hub Group, Inc.",43.87,1996.0,1503616480.29,Transportation,Oil Refining/Marketing,NASDAQ
HBAN,Huntington Bancshares Incorporated,13.59,,14426182629.81,Finance,Major Banks,NASDAQ
HBANO,Huntington Bancshares Incorporated,25.55,,20355405917.35,Finance,Major Banks,NASDAQ
HURN,Huron Consulting Group Inc.,48.52,2004.0,1094312219.76,Consumer Services,Professional Services,NASDAQ
IAC,IAC/InterActiveCorp,200.01,,16703632339.86,Consumer Services,Other Specialty Stores,NASDAQ
IBKC,IBERIABANK Corporation,73.82,,4100260663.7,Finance,Major Banks,NASDAQ
IEP,Icahn Enterprises L.P.,68.89,,12858323528.97,Capital Goods,Auto Parts:O.E.M.,NASDAQ
ICFI,"ICF International, Inc.",65.0,2006.0,1225076840.0,Consumer Services,Professional Services,NASDAQ
ICLR,ICON plc,133.18,1998.0,7249777157.4,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ICUI,"ICU Medical, Inc.",238.09,1992.0,4878269104.29,Health Care,Medical/Dental Instruments,NASDAQ
IDXX,"IDEXX Laboratories, Inc.",200.87,1991.0,17321753074.63,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
INFO,IHS Markit Ltd.,51.61,1996.0,20342867468.69,Technology,"Computer Software: Programming, Data Processing",NASDAQ
IIVI,II-VI Incorporated,34.37,1987.0,2176491145.29,Capital Goods,Electronic Components,NASDAQ
ILMN,"Illumina, Inc.",312.75,2000.0,45974250000.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
IMMU,"Immunomedics, Inc.",13.31,,2534593259.33,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
INCY,Incyte Corporation,78.42,,16688414966.16,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
INDB,Independent Bank Corp.,76.25,,2141133855.0,Finance,Major Banks,NASDAQ
IBTX,"Independent Bank Group, Inc",52.71,2013.0,2301194626.08,Finance,Major Banks,NASDAQ
ILPT,Industrial Logistics Properties Trust,19.88,2018.0,1293631976.28,Consumer Services,Real Estate Investment Trusts,NASDAQ
IFRX,InflaRx N.V.,35.32,2017.0,916083678.88,,,NASDAQ
IOSP,Innospec Inc.,67.14,,1639848911.94,Basic Industries,Major Chemicals,NASDAQ
INVA,"Innoviva, Inc.",19.67,,1987451036.69,Health Care,Major Pharmaceuticals,NASDAQ
INGN,"Inogen, Inc",150.13,2014.0,3231188238.26,Health Care,Industrial Specialties,NASDAQ
INOV,"Inovalon Holdings, Inc.",14.46,2015.0,2203924515.0,Technology,EDP Services,NASDAQ
NSIT,"Insight Enterprises, Inc.",44.61,1995.0,1582748078.7,Consumer Services,Catalog/Specialty Distribution,NASDAQ
INSM,"Insmed, Inc.",23.99,,1849394593.71,Health Care,Major Pharmaceuticals,NASDAQ
PODD,Insulet Corporation,74.95,2007.0,4427839437.8,Health Care,Medical/Dental Instruments,NASDAQ
IART,Integra LifeSciences Holdings Corporation,47.04,,4006845326.4,Health Care,Medical/Dental Instruments,NASDAQ
IDTI,"Integrated Device Technology, Inc.",48.24,1984.0,6224659591.68,Technology,Semiconductors,NASDAQ
INTC,Intel Corporation,49.19,,224503160000.0,Technology,Semiconductors,NASDAQ
IPAR,"Inter Parfums, Inc.",62.53,,1959305140.26,Consumer Non-Durables,Package Goods/Cosmetics,NASDAQ
ICPT,"Intercept Pharmaceuticals, Inc.",113.45,2012.0,3364299394.6,Health Care,Major Pharmaceuticals,NASDAQ
IDCC,"InterDigital, Inc.",72.34,,2448147930.96,Miscellaneous,Multi-Sector Companies,NASDAQ
TILE,"Interface, Inc.",16.2,,964231581.6,Consumer Durables,Home Furnishings,NASDAQ
IBOC,International Bancshares Corporation,36.39,,2407385399.04,Finance,Major Banks,NASDAQ
ISCA,International Speedway Corporation,44.41,1996.0,1958822690.54,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
XENT,"Intersect ENT, Inc.",29.28,2014.0,894658071.36,Health Care,Medical/Dental Instruments,NASDAQ
XON,Intrexon Corporation,8.83,,1410993223.06,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
INTU,Intuit Inc.,213.87,1993.0,55506807767.16,Technology,Computer Software: Prepackaged Software,NASDAQ
ISRG,"Intuitive Surgical, Inc.",542.55,2000.0,61959353233.2,Health Care,Industrial Specialties,NASDAQ
PKW,Invesco BuyBack Achievers ETF,56.37,,1118944500.0,,,NASDAQ
PDP,Invesco DWA Momentum ETF,51.63,,1277842500.0,,,NASDAQ
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,124.63,,2093784000.0,,,NASDAQ
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,16.17,,1843444680.0,,,NASDAQ
QQQ,"Invesco QQQ Trust, Series 1",165.25,,64224412500.0,,,NASDAQ
ISBC,"Investors Bancorp, Inc.",11.84,,3452090658.24,Finance,Major Banks,NASDAQ
IONS,"Ionis Pharmaceuticals, Inc.",58.03,,7983274725.3,Health Care,Major Pharmaceuticals,NASDAQ
IOVA,"Iovance Biotherapeutics, Inc.",9.42,,1160256953.76,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
IPGP,IPG Photonics Corporation,132.51,2006.0,7076056659.21,Technology,Semiconductors,NASDAQ
IQ,"iQIYI, Inc.",18.5,2018.0,4185266932.5,Consumer Services,Consumer Electronics/Video Chains,NASDAQ
IRTC,"iRhythm Technologies, Inc.",82.78,2016.0,2001778095.9,Health Care,Medical/Dental Instruments,NASDAQ
IRDM,Iridium Communications Inc,19.71,,2194488418.14,Consumer Durables,Telecommunications Equipment,NASDAQ
IRBT,iRobot Corporation,89.55,2005.0,2479348372.95,Consumer Durables,Consumer Electronics/Appliances,NASDAQ
IRWD,"Ironwood Pharmaceuticals, Inc.",12.91,2010.0,1993493660.81,Health Care,Major Pharmaceuticals,NASDAQ
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.74,,1464843000.0,,,NASDAQ
SHY,iShares 1-3 Year Treasury Bond ETF,83.54,,20709566000.0,,,NASDAQ
TLT,iShares 20+ Year Treasury Bond ETF,119.56,,9289812000.0,,,NASDAQ
IEI,iShares 3-7 Year Treasury Bond ETF,120.92,,8379756000.0,,,NASDAQ
IEF,iShares 7-10 Year Treasury Bond ETF,103.43,,11656561000.0,,,NASDAQ
AIA,iShares Asia 50 ETF,58.38,,1021650000.0,,,NASDAQ
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,53.37,,2422998000.0,,,NASDAQ
ISTB,iShares Core 1-5 Year USD Bond ETF,49.22,,2219822000.0,,,NASDAQ
IXUS,iShares Core MSCI Total International Stock ETF,55.74,,13059882000.0,,,NASDAQ
IUSG,iShares Core S&P U.S. Growth ETF,55.97,,5571813500.0,,,NASDAQ
IUSV,iShares Core S&P U.S. Value ETF,52.63,,4957746000.0,,,NASDAQ
IUSB,iShares Core Total USD Bond Market ETF,49.36,,2956664000.0,,,NASDAQ
XT,iShares Exponential Technologies ETF,35.51,,2254885000.0,,,NASDAQ
IGF,iShares Global Infrastructure ETF,41.5,,2622800000.0,,,NASDAQ
IGIB,iShares Intermediate-Term Corporate Bond ETF,53.03,,5281788000.0,,,NASDAQ
IGOV,iShares International Treasury Bond ETF,48.37,,899682000.0,,,NASDAQ
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,106.72,,15613136000.0,,,NASDAQ
MBB,iShares MBS ETF,104.63,,12702082000.0,,,NASDAQ
ACWX,iShares MSCI ACWI ex US Index Fund,44.39,,4607682000.0,,,NASDAQ
ACWI,iShares MSCI ACWI Index Fund,68.23,,10903154000.0,,,NASDAQ
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,66.9,,4415400000.0,,,NASDAQ
MCHI,iShares MSCI China ETF,57.15,,4034790000.0,,,NASDAQ
SCZ,iShares MSCI EAFE Small-Cap ETF,55.31,,9236770000.0,,,NASDAQ
IBB,iShares Nasdaq Biotechnology Index Fund,110.47,,8312867500.0,,,NASDAQ
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,166.85,,1142922500.0,,,NASDAQ
